sku,month,channel,account,node,demand_share,requirement_units,protected_minimum,allocated_units,short_units,fill_rate_pct,allocated_value_usd
BTR-1102,2027-02,Retail,Home Depot,DC-West,0.1285207411625564,374.0,86.0,374.0,0.0,1.0,1647.77
BTR-1102,2027-02,Retail,Kroger,DC-Central,0.009724473257698542,28.0,6.0,28.0,0.0,1.0,123.36
BTR-1102,2027-02,Retail,Lowe's,DC-Central,0.13333917385781244,388.0,90.0,388.0,0.0,1.0,1709.45
BTR-1102,2027-02,Retail,Target,DC-Central,0.12348328879933418,359.0,83.0,359.0,0.0,1.0,1581.68
BTR-1102,2027-02,Retail,Walmart,DC-East,0.1329449384554733,387.0,89.0,387.0,0.0,1.0,1705.04
BTR-1102,2027-02,Retail,Whole Foods,DC-East,0.03832844189408209,111.0,26.0,111.0,0.0,1.0,489.04
BTR-1102,2027-03,Ecommerce,Amazon,DC-East,0.22138508038021815,869.0,0.0,869.0,0.0,1.0,3828.64
BTR-1102,2027-03,Retail,Costco,DC-West,0.08489202330369267,333.0,77.0,333.0,0.0,1.0,1467.13
BTR-1102,2027-03,Ecommerce,DTC Shopify,DC-West,0.12738183888913224,500.0,0.0,500.0,0.0,1.0,2202.9
BTR-1102,2027-03,Retail,Home Depot,DC-West,0.1285207411625564,505.0,117.0,505.0,0.0,1.0,2224.93
BTR-1102,2027-03,Retail,Kroger,DC-Central,0.009724473257698542,38.0,9.0,38.0,0.0,1.0,167.42
BTR-1102,2027-03,Retail,Lowe's,DC-Central,0.13333917385781244,524.0,121.0,524.0,0.0,1.0,2308.64
BTR-1102,2027-03,Retail,Target,DC-Central,0.12348328879933418,485.0,112.0,485.0,0.0,1.0,2136.81
BTR-1102,2027-03,Retail,Walmart,DC-East,0.1329449384554733,522.0,121.0,522.0,0.0,1.0,2299.83
BTR-1102,2027-03,Retail,Whole Foods,DC-East,0.03832844189408209,151.0,35.0,151.0,0.0,1.0,665.28
BTR-1102,2027-04,Ecommerce,Amazon,DC-East,0.22138508038021815,901.0,0.0,901.0,0.0,1.0,3969.63
BTR-1102,2027-04,Retail,Costco,DC-West,0.08489202330369267,345.0,80.0,345.0,0.0,1.0,1520.0
BTR-1102,2027-04,Ecommerce,DTC Shopify,DC-West,0.12738183888913224,518.0,0.0,518.0,0.0,1.0,2282.2
BTR-1102,2027-04,Retail,Home Depot,DC-West,0.1285207411625564,523.0,121.0,523.0,0.0,1.0,2304.23
BTR-1102,2027-04,Retail,Kroger,DC-Central,0.009724473257698542,40.0,9.0,40.0,0.0,1.0,176.23
BTR-1102,2027-04,Retail,Lowe's,DC-Central,0.13333917385781244,543.0,125.0,543.0,0.0,1.0,2392.35
BTR-1102,2027-04,Retail,Target,DC-Central,0.12348328879933418,502.0,116.0,502.0,0.0,1.0,2211.71
BTR-1102,2027-04,Retail,Walmart,DC-East,0.1329449384554733,541.0,125.0,541.0,0.0,1.0,2383.54
BTR-1102,2027-04,Retail,Whole Foods,DC-East,0.03832844189408209,156.0,36.0,156.0,0.0,1.0,687.3
BTR-1102,2027-05,Ecommerce,Amazon,DC-East,0.22138508038021815,1057.0,0.0,1057.0,0.0,1.0,4656.93
BTR-1102,2027-05,Retail,Costco,DC-West,0.08489202330369267,405.0,94.0,405.0,0.0,1.0,1784.35
BTR-1102,2027-05,Ecommerce,DTC Shopify,DC-West,0.12738183888913224,608.0,0.0,608.0,0.0,1.0,2678.73
BTR-1102,2027-05,Retail,Home Depot,DC-West,0.1285207411625564,613.0,142.0,613.0,0.0,1.0,2700.76
BTR-1102,2027-05,Retail,Kroger,DC-Central,0.009724473257698542,46.0,11.0,46.0,0.0,1.0,202.67
BTR-1102,2027-05,Retail,Lowe's,DC-Central,0.13333917385781244,636.0,147.0,636.0,0.0,1.0,2802.09
BTR-1102,2027-05,Retail,Target,DC-Central,0.12348328879933418,589.0,136.0,589.0,0.0,1.0,2595.02
BTR-1102,2027-05,Retail,Walmart,DC-East,0.1329449384554733,635.0,147.0,635.0,0.0,1.0,2797.68
BTR-1102,2027-05,Retail,Whole Foods,DC-East,0.03832844189408209,183.0,42.0,183.0,0.0,1.0,806.26
BTR-1102,2027-06,Ecommerce,Amazon,DC-East,0.22138508038021815,921.0,0.0,921.0,0.0,1.0,4057.74
BTR-1102,2027-06,Retail,Costco,DC-West,0.08489202330369267,353.0,82.0,353.0,0.0,1.0,1555.25
BTR-1102,2027-06,Ecommerce,DTC Shopify,DC-West,0.12738183888913224,530.0,0.0,530.0,0.0,1.0,2335.07
BTR-1102,2027-06,Retail,Home Depot,DC-West,0.1285207411625564,534.0,123.0,534.0,0.0,1.0,2352.7
BTR-1102,2027-06,Retail,Kroger,DC-Central,0.009724473257698542,40.0,9.0,40.0,0.0,1.0,176.23
BTR-1102,2027-06,Retail,Lowe's,DC-Central,0.13333917385781244,554.0,128.0,554.0,0.0,1.0,2440.81
BTR-1102,2027-06,Retail,Target,DC-Central,0.12348328879933418,513.0,118.0,513.0,0.0,1.0,2260.18
BTR-1102,2027-06,Retail,Walmart,DC-East,0.1329449384554733,553.0,128.0,553.0,0.0,1.0,2436.41
BTR-1102,2027-06,Retail,Whole Foods,DC-East,0.03832844189408209,159.0,37.0,159.0,0.0,1.0,700.52
BTR-1102,2027-07,Ecommerce,Amazon,DC-East,0.22138508038021815,824.0,0.0,824.0,0.0,1.0,3630.38
BTR-1102,2027-07,Retail,Costco,DC-West,0.08489202330369267,316.0,73.0,316.0,0.0,1.0,1392.23
BTR-1102,2027-07,Ecommerce,DTC Shopify,DC-West,0.12738183888913224,474.0,0.0,474.0,0.0,1.0,2088.35
BTR-1102,2027-07,Retail,Home Depot,DC-West,0.1285207411625564,479.0,111.0,479.0,0.0,1.0,2110.38
BTR-1102,2027-07,Retail,Kroger,DC-Central,0.009724473257698542,36.0,8.0,36.0,0.0,1.0,158.61
BTR-1102,2027-07,Retail,Lowe's,DC-Central,0.13333917385781244,497.0,115.0,497.0,0.0,1.0,2189.68
BTR-1102,2027-07,Retail,Target,DC-Central,0.12348328879933418,460.0,106.0,460.0,0.0,1.0,2026.67
BTR-1102,2027-07,Retail,Walmart,DC-East,0.1329449384554733,495.0,114.0,495.0,0.0,1.0,2180.87
BTR-1102,2027-07,Retail,Whole Foods,DC-East,0.03832844189408209,143.0,33.0,143.0,0.0,1.0,630.03
BTR-1102,2027-08,Ecommerce,Amazon,DC-East,0.22138508038021815,876.0,0.0,876.0,0.0,1.0,3859.48
BTR-1102,2027-08,Retail,Costco,DC-West,0.08489202330369267,336.0,78.0,336.0,0.0,1.0,1480.35
BTR-1102,2027-08,Ecommerce,DTC Shopify,DC-West,0.12738183888913224,504.0,0.0,504.0,0.0,1.0,2220.52
BTR-1102,2027-08,Retail,Home Depot,DC-West,0.1285207411625564,509.0,118.0,509.0,0.0,1.0,2242.55
BTR-1102,2027-08,Retail,Kroger,DC-Central,0.009724473257698542,38.0,9.0,38.0,0.0,1.0,167.42
BTR-1102,2027-08,Retail,Lowe's,DC-Central,0.13333917385781244,528.0,122.0,528.0,0.0,1.0,2326.26
BTR-1102,2027-08,Retail,Target,DC-Central,0.12348328879933418,489.0,113.0,489.0,0.0,1.0,2154.44
BTR-1102,2027-08,Retail,Walmart,DC-East,0.1329449384554733,526.0,121.0,526.0,0.0,1.0,2317.45
BTR-1102,2027-08,Retail,Whole Foods,DC-East,0.03832844189408209,152.0,35.0,152.0,0.0,1.0,669.68
BTR-1103,2026-09,Ecommerce,Amazon,DC-East,0.2148703368656845,367.0,0.0,201.0,166.0,0.547683923705722,4053.43
BTR-1103,2026-09,Retail,Costco,DC-West,0.08882570862410614,152.0,35.0,99.0,53.0,0.6513157894736842,1996.46
BTR-1103,2026-09,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,218.0,0.0,119.0,99.0,0.5458715596330275,2399.79
BTR-1103,2026-09,Retail,Home Depot,DC-West,0.11760144740242957,201.0,46.0,131.0,70.0,0.6517412935323383,2641.79
BTR-1103,2026-09,Retail,Kroger,DC-Central,0.010510898595675024,18.0,4.0,11.0,7.0,0.6111111111111112,221.83
BTR-1103,2026-09,Retail,Lowe's,DC-Central,0.13534935814594642,231.0,53.0,150.0,81.0,0.6493506493506493,3024.94
BTR-1103,2026-09,Retail,Target,DC-Central,0.11432756095459637,196.0,45.0,127.0,69.0,0.6479591836734694,2561.12
BTR-1103,2026-09,Retail,Walmart,DC-East,0.15275264926337556,261.0,60.0,170.0,91.0,0.6513409961685823,3428.27
BTR-1103,2026-09,Retail,Whole Foods,DC-East,0.03833893340225726,66.0,15.0,43.0,23.0,0.6515151515151515,867.15
BTR-1103,2026-10,Ecommerce,Amazon,DC-East,0.2148703368656845,481.0,0.0,352.0,129.0,0.7318087318087318,7098.54
BTR-1103,2026-10,Retail,Costco,DC-West,0.08882570862410614,199.0,46.0,158.0,41.0,0.7939698492462312,3186.28
BTR-1103,2026-10,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,285.0,0.0,209.0,76.0,0.7333333333333333,4214.76
BTR-1103,2026-10,Retail,Home Depot,DC-West,0.11760144740242957,263.0,61.0,209.0,54.0,0.7946768060836502,4214.76
BTR-1103,2026-10,Retail,Kroger,DC-Central,0.010510898595675024,24.0,6.0,19.0,5.0,0.7916666666666666,383.16
BTR-1103,2026-10,Retail,Lowe's,DC-Central,0.13534935814594642,303.0,70.0,240.0,63.0,0.7920792079207921,4839.91
BTR-1103,2026-10,Retail,Target,DC-Central,0.11432756095459637,256.0,59.0,203.0,53.0,0.79296875,4093.76
BTR-1103,2026-10,Retail,Walmart,DC-East,0.15275264926337556,342.0,79.0,271.0,71.0,0.7923976608187134,5465.07
BTR-1103,2026-10,Retail,Whole Foods,DC-East,0.03833893340225726,86.0,20.0,68.0,18.0,0.7906976744186046,1371.31
BTR-1103,2026-11,Ecommerce,Amazon,DC-East,0.2148703368656845,536.0,0.0,536.0,0.0,1.0,10809.14
BTR-1103,2026-11,Retail,Costco,DC-West,0.08882570862410614,222.0,51.0,222.0,0.0,1.0,4476.92
BTR-1103,2026-11,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,318.0,0.0,318.0,0.0,1.0,6412.88
BTR-1103,2026-11,Retail,Home Depot,DC-West,0.11760144740242957,294.0,68.0,294.0,0.0,1.0,5928.89
BTR-1103,2026-11,Retail,Kroger,DC-Central,0.010510898595675024,26.0,6.0,26.0,0.0,1.0,524.32
BTR-1103,2026-11,Retail,Lowe's,DC-Central,0.13534935814594642,338.0,78.0,338.0,0.0,1.0,6816.21
BTR-1103,2026-11,Retail,Target,DC-Central,0.11432756095459637,285.0,66.0,285.0,0.0,1.0,5747.4
BTR-1103,2026-11,Retail,Walmart,DC-East,0.15275264926337556,381.0,88.0,381.0,0.0,1.0,7683.36
BTR-1103,2026-11,Retail,Whole Foods,DC-East,0.03833893340225726,96.0,22.0,96.0,0.0,1.0,1935.96
BTR-1103,2026-12,Ecommerce,Amazon,DC-East,0.2148703368656845,541.0,0.0,541.0,0.0,1.0,10909.97
BTR-1103,2026-12,Retail,Costco,DC-West,0.08882570862410614,224.0,52.0,224.0,0.0,1.0,4517.25
BTR-1103,2026-12,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,321.0,0.0,321.0,0.0,1.0,6473.38
BTR-1103,2026-12,Retail,Home Depot,DC-West,0.11760144740242957,296.0,68.0,296.0,0.0,1.0,5969.22
BTR-1103,2026-12,Retail,Kroger,DC-Central,0.010510898595675024,26.0,6.0,26.0,0.0,1.0,524.32
BTR-1103,2026-12,Retail,Lowe's,DC-Central,0.13534935814594642,341.0,79.0,341.0,0.0,1.0,6876.71
BTR-1103,2026-12,Retail,Target,DC-Central,0.11432756095459637,288.0,67.0,288.0,0.0,1.0,5807.89
BTR-1103,2026-12,Retail,Walmart,DC-East,0.15275264926337556,384.0,89.0,384.0,0.0,1.0,7743.86
BTR-1103,2026-12,Retail,Whole Foods,DC-East,0.03833893340225726,96.0,22.0,96.0,0.0,1.0,1935.96
BTR-1103,2027-01,Ecommerce,Amazon,DC-East,0.2148703368656845,363.0,0.0,363.0,0.0,1.0,7320.37
BTR-1103,2027-01,Retail,Costco,DC-West,0.08882570862410614,150.0,35.0,150.0,0.0,1.0,3024.94
BTR-1103,2027-01,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,215.0,0.0,215.0,0.0,1.0,4335.75
BTR-1103,2027-01,Retail,Home Depot,DC-West,0.11760144740242957,199.0,46.0,199.0,0.0,1.0,4013.09
BTR-1103,2027-01,Retail,Kroger,DC-Central,0.010510898595675024,18.0,4.0,18.0,0.0,1.0,362.99
BTR-1103,2027-01,Retail,Lowe's,DC-Central,0.13534935814594642,229.0,53.0,229.0,0.0,1.0,4618.08
BTR-1103,2027-01,Retail,Target,DC-Central,0.11432756095459637,193.0,45.0,193.0,0.0,1.0,3892.1
BTR-1103,2027-01,Retail,Walmart,DC-East,0.15275264926337556,258.0,60.0,258.0,0.0,1.0,5202.91
BTR-1103,2027-01,Retail,Whole Foods,DC-East,0.03833893340225726,65.0,15.0,65.0,0.0,1.0,1310.81
BTR-1103,2027-02,Ecommerce,Amazon,DC-East,0.2148703368656845,358.0,0.0,358.0,0.0,1.0,7219.54
BTR-1103,2027-02,Retail,Costco,DC-West,0.08882570862410614,148.0,34.0,148.0,0.0,1.0,2984.61
BTR-1103,2027-02,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,212.0,0.0,212.0,0.0,1.0,4275.26
BTR-1103,2027-02,Retail,Home Depot,DC-West,0.11760144740242957,196.0,45.0,196.0,0.0,1.0,3952.59
BTR-1103,2027-02,Retail,Kroger,DC-Central,0.010510898595675024,18.0,4.0,18.0,0.0,1.0,362.99
BTR-1103,2027-02,Retail,Lowe's,DC-Central,0.13534935814594642,226.0,52.0,226.0,0.0,1.0,4557.58
BTR-1103,2027-02,Retail,Target,DC-Central,0.11432756095459637,191.0,44.0,191.0,0.0,1.0,3851.76
BTR-1103,2027-02,Retail,Walmart,DC-East,0.15275264926337556,255.0,59.0,255.0,0.0,1.0,5142.41
BTR-1103,2027-02,Retail,Whole Foods,DC-East,0.03833893340225726,64.0,15.0,64.0,0.0,1.0,1290.64
BTR-1103,2027-03,Ecommerce,Amazon,DC-East,0.2148703368656845,488.0,0.0,488.0,0.0,1.0,9841.15
BTR-1103,2027-03,Retail,Costco,DC-West,0.08882570862410614,202.0,47.0,202.0,0.0,1.0,4073.59
BTR-1103,2027-03,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,290.0,0.0,290.0,0.0,1.0,5848.23
BTR-1103,2027-03,Retail,Home Depot,DC-West,0.11760144740242957,267.0,62.0,267.0,0.0,1.0,5384.4
BTR-1103,2027-03,Retail,Kroger,DC-Central,0.010510898595675024,24.0,6.0,24.0,0.0,1.0,483.99
BTR-1103,2027-03,Retail,Lowe's,DC-Central,0.13534935814594642,308.0,71.0,308.0,0.0,1.0,6211.22
BTR-1103,2027-03,Retail,Target,DC-Central,0.11432756095459637,260.0,60.0,260.0,0.0,1.0,5243.24
BTR-1103,2027-03,Retail,Walmart,DC-East,0.15275264926337556,347.0,80.0,347.0,0.0,1.0,6997.71
BTR-1103,2027-03,Retail,Whole Foods,DC-East,0.03833893340225726,87.0,20.0,87.0,0.0,1.0,1754.47
BTR-1103,2027-04,Ecommerce,Amazon,DC-East,0.2148703368656845,511.0,0.0,511.0,0.0,1.0,10304.98
BTR-1103,2027-04,Retail,Costco,DC-West,0.08882570862410614,211.0,49.0,211.0,0.0,1.0,4255.09
BTR-1103,2027-04,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,303.0,0.0,303.0,0.0,1.0,6110.39
BTR-1103,2027-04,Retail,Home Depot,DC-West,0.11760144740242957,280.0,65.0,280.0,0.0,1.0,5646.56
BTR-1103,2027-04,Retail,Kroger,DC-Central,0.010510898595675024,25.0,6.0,25.0,0.0,1.0,504.16
BTR-1103,2027-04,Retail,Lowe's,DC-Central,0.13534935814594642,322.0,74.0,322.0,0.0,1.0,6493.55
BTR-1103,2027-04,Retail,Target,DC-Central,0.11432756095459637,272.0,63.0,272.0,0.0,1.0,5485.23
BTR-1103,2027-04,Retail,Walmart,DC-East,0.15275264926337556,363.0,84.0,363.0,0.0,1.0,7320.37
BTR-1103,2027-04,Retail,Whole Foods,DC-East,0.03833893340225726,91.0,21.0,91.0,0.0,1.0,1835.13
BTR-1103,2027-05,Ecommerce,Amazon,DC-East,0.2148703368656845,606.0,0.0,606.0,0.0,1.0,12220.78
BTR-1103,2027-05,Retail,Costco,DC-West,0.08882570862410614,250.0,58.0,250.0,0.0,1.0,5041.58
BTR-1103,2027-05,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,359.0,0.0,359.0,0.0,1.0,7239.7
BTR-1103,2027-05,Retail,Home Depot,DC-West,0.11760144740242957,332.0,77.0,332.0,0.0,1.0,6695.21
BTR-1103,2027-05,Retail,Kroger,DC-Central,0.010510898595675024,30.0,7.0,30.0,0.0,1.0,604.99
BTR-1103,2027-05,Retail,Lowe's,DC-Central,0.13534935814594642,382.0,88.0,382.0,0.0,1.0,7703.53
BTR-1103,2027-05,Retail,Target,DC-Central,0.11432756095459637,322.0,74.0,322.0,0.0,1.0,6493.55
BTR-1103,2027-05,Retail,Walmart,DC-East,0.15275264926337556,431.0,100.0,431.0,0.0,1.0,8691.68
BTR-1103,2027-05,Retail,Whole Foods,DC-East,0.03833893340225726,108.0,25.0,108.0,0.0,1.0,2177.96
BTR-1103,2027-06,Ecommerce,Amazon,DC-East,0.2148703368656845,533.0,0.0,533.0,0.0,1.0,10748.64
BTR-1103,2027-06,Retail,Costco,DC-West,0.08882570862410614,220.0,51.0,220.0,0.0,1.0,4436.59
BTR-1103,2027-06,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,316.0,0.0,316.0,0.0,1.0,6372.55
BTR-1103,2027-06,Retail,Home Depot,DC-West,0.11760144740242957,292.0,67.0,292.0,0.0,1.0,5888.56
BTR-1103,2027-06,Retail,Kroger,DC-Central,0.010510898595675024,26.0,6.0,26.0,0.0,1.0,524.32
BTR-1103,2027-06,Retail,Lowe's,DC-Central,0.13534935814594642,336.0,78.0,336.0,0.0,1.0,6775.88
BTR-1103,2027-06,Retail,Target,DC-Central,0.11432756095459637,284.0,66.0,284.0,0.0,1.0,5727.23
BTR-1103,2027-06,Retail,Walmart,DC-East,0.15275264926337556,379.0,88.0,379.0,0.0,1.0,7643.03
BTR-1103,2027-06,Retail,Whole Foods,DC-East,0.03833893340225726,95.0,22.0,95.0,0.0,1.0,1915.8
BTR-1103,2027-07,Ecommerce,Amazon,DC-East,0.2148703368656845,482.0,0.0,482.0,0.0,1.0,9720.16
BTR-1103,2027-07,Retail,Costco,DC-West,0.08882570862410614,199.0,46.0,199.0,0.0,1.0,4013.09
BTR-1103,2027-07,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,286.0,0.0,286.0,0.0,1.0,5767.56
BTR-1103,2027-07,Retail,Home Depot,DC-West,0.11760144740242957,264.0,61.0,264.0,0.0,1.0,5323.9
BTR-1103,2027-07,Retail,Kroger,DC-Central,0.010510898595675024,24.0,6.0,24.0,0.0,1.0,483.99
BTR-1103,2027-07,Retail,Lowe's,DC-Central,0.13534935814594642,304.0,70.0,304.0,0.0,1.0,6130.56
BTR-1103,2027-07,Retail,Target,DC-Central,0.11432756095459637,257.0,59.0,257.0,0.0,1.0,5182.74
BTR-1103,2027-07,Retail,Walmart,DC-East,0.15275264926337556,343.0,79.0,343.0,0.0,1.0,6917.04
BTR-1103,2027-07,Retail,Whole Foods,DC-East,0.03833893340225726,86.0,20.0,86.0,0.0,1.0,1734.3
BTR-1103,2027-08,Ecommerce,Amazon,DC-East,0.2148703368656845,518.0,0.0,518.0,0.0,1.0,10446.14
BTR-1103,2027-08,Retail,Costco,DC-West,0.08882570862410614,214.0,49.0,214.0,0.0,1.0,4315.59
BTR-1103,2027-08,Ecommerce,DTC Shopify,DC-West,0.1274231067459292,307.0,0.0,307.0,0.0,1.0,6191.05
BTR-1103,2027-08,Retail,Home Depot,DC-West,0.11760144740242957,284.0,66.0,284.0,0.0,1.0,5727.23
BTR-1103,2027-08,Retail,Kroger,DC-Central,0.010510898595675024,25.0,6.0,25.0,0.0,1.0,504.16
BTR-1103,2027-08,Retail,Lowe's,DC-Central,0.13534935814594642,326.0,75.0,326.0,0.0,1.0,6574.21
BTR-1103,2027-08,Retail,Target,DC-Central,0.11432756095459637,276.0,64.0,276.0,0.0,1.0,5565.9
BTR-1103,2027-08,Retail,Walmart,DC-East,0.15275264926337556,368.0,85.0,368.0,0.0,1.0,7421.2
BTR-1103,2027-08,Retail,Whole Foods,DC-East,0.03833893340225726,92.0,21.0,92.0,0.0,1.0,1855.3
BTR-1201,2026-09,Ecommerce,Amazon,DC-East,0.11929258804258805,679.0,0.0,679.0,0.0,1.0,3586.21
BTR-1201,2026-09,Retail,Costco,DC-West,0.08709561834561834,496.0,115.0,496.0,0.0,1.0,2619.67
BTR-1201,2026-09,Ecommerce,DTC Shopify,DC-West,0.06303746928746928,359.0,0.0,359.0,0.0,1.0,1896.09
BTR-1201,2026-09,Retail,Home Depot,DC-West,0.203240171990172,1158.0,267.0,1158.0,0.0,1.0,6116.09
BTR-1201,2026-09,Retail,Kroger,DC-Central,0.05477067977067977,312.0,72.0,312.0,0.0,1.0,1647.86
BTR-1201,2026-09,Retail,Lowe's,DC-Central,0.15166871416871416,864.0,200.0,864.0,0.0,1.0,4563.3
BTR-1201,2026-09,Retail,Target,DC-Central,0.13096334971334972,746.0,172.0,746.0,0.0,1.0,3940.07
BTR-1201,2026-09,Retail,Walmart,DC-East,0.1451167076167076,827.0,191.0,827.0,0.0,1.0,4367.88
BTR-1201,2026-09,Retail,Whole Foods,DC-East,0.04481470106470106,255.0,59.0,255.0,0.0,1.0,1346.81
BTR-1201,2026-10,Ecommerce,Amazon,DC-East,0.11929258804258805,732.0,0.0,732.0,0.0,1.0,3866.13
BTR-1201,2026-10,Retail,Costco,DC-West,0.08709561834561834,534.0,123.0,534.0,0.0,1.0,2820.37
BTR-1201,2026-10,Ecommerce,DTC Shopify,DC-West,0.06303746928746928,387.0,0.0,387.0,0.0,1.0,2043.98
BTR-1201,2026-10,Retail,Home Depot,DC-West,0.203240171990172,1246.0,288.0,1246.0,0.0,1.0,6580.87
BTR-1201,2026-10,Retail,Kroger,DC-Central,0.05477067977067977,336.0,78.0,336.0,0.0,1.0,1774.62
BTR-1201,2026-10,Retail,Lowe's,DC-Central,0.15166871416871416,930.0,215.0,930.0,0.0,1.0,4911.89
BTR-1201,2026-10,Retail,Target,DC-Central,0.13096334971334972,803.0,185.0,803.0,0.0,1.0,4241.12
BTR-1201,2026-10,Retail,Walmart,DC-East,0.1451167076167076,890.0,206.0,890.0,0.0,1.0,4700.62
BTR-1201,2026-10,Retail,Whole Foods,DC-East,0.04481470106470106,275.0,64.0,275.0,0.0,1.0,1452.44
BTR-1201,2026-11,Ecommerce,Amazon,DC-East,0.11929258804258805,1049.0,0.0,1049.0,0.0,1.0,5540.4
BTR-1201,2026-11,Retail,Costco,DC-West,0.08709561834561834,766.0,177.0,766.0,0.0,1.0,4045.71
BTR-1201,2026-11,Ecommerce,DTC Shopify,DC-West,0.06303746928746928,554.0,0.0,554.0,0.0,1.0,2926.01
BTR-1201,2026-11,Retail,Home Depot,DC-West,0.203240171990172,1787.0,413.0,1787.0,0.0,1.0,9438.22
BTR-1201,2026-11,Retail,Kroger,DC-Central,0.05477067977067977,482.0,111.0,482.0,0.0,1.0,2545.73
BTR-1201,2026-11,Retail,Lowe's,DC-Central,0.15166871416871416,1334.0,308.0,1334.0,0.0,1.0,7045.65
BTR-1201,2026-11,Retail,Target,DC-Central,0.13096334971334972,1152.0,266.0,1152.0,0.0,1.0,6084.4
BTR-1201,2026-11,Retail,Walmart,DC-East,0.1451167076167076,1276.0,295.0,1276.0,0.0,1.0,6739.32
BTR-1201,2026-11,Retail,Whole Foods,DC-East,0.04481470106470106,394.0,91.0,394.0,0.0,1.0,2080.95
BTR-1201,2026-12,Ecommerce,Amazon,DC-East,0.11929258804258805,782.0,0.0,782.0,0.0,1.0,4130.21
BTR-1201,2026-12,Retail,Costco,DC-West,0.08709561834561834,571.0,132.0,571.0,0.0,1.0,3015.79
BTR-1201,2026-12,Ecommerce,DTC Shopify,DC-West,0.06303746928746928,413.0,0.0,413.0,0.0,1.0,2181.3
BTR-1201,2026-12,Retail,Home Depot,DC-West,0.203240171990172,1332.0,308.0,1332.0,0.0,1.0,7035.09
BTR-1201,2026-12,Retail,Kroger,DC-Central,0.05477067977067977,359.0,83.0,359.0,0.0,1.0,1896.09
BTR-1201,2026-12,Retail,Lowe's,DC-Central,0.15166871416871416,994.0,230.0,994.0,0.0,1.0,5249.91
BTR-1201,2026-12,Retail,Target,DC-Central,0.13096334971334972,859.0,198.0,859.0,0.0,1.0,4536.89
BTR-1201,2026-12,Retail,Walmart,DC-East,0.1451167076167076,951.0,220.0,951.0,0.0,1.0,5022.8
BTR-1201,2026-12,Retail,Whole Foods,DC-East,0.04481470106470106,294.0,68.0,294.0,0.0,1.0,1552.79
BTR-1201,2027-01,Ecommerce,Amazon,DC-East,0.11929258804258805,685.0,0.0,685.0,0.0,1.0,3617.9
BTR-1201,2027-01,Retail,Costco,DC-West,0.08709561834561834,500.0,115.0,500.0,0.0,1.0,2640.8
BTR-1201,2027-01,Ecommerce,DTC Shopify,DC-West,0.06303746928746928,362.0,0.0,362.0,0.0,1.0,1911.94
BTR-1201,2027-01,Retail,Home Depot,DC-West,0.203240171990172,1167.0,270.0,1167.0,0.0,1.0,6163.63
BTR-1201,2027-01,Retail,Kroger,DC-Central,0.05477067977067977,314.0,73.0,314.0,0.0,1.0,1658.42
BTR-1201,2027-01,Retail,Lowe's,DC-Central,0.15166871416871416,871.0,201.0,871.0,0.0,1.0,4600.27
BTR-1201,2027-01,Retail,Target,DC-Central,0.13096334971334972,752.0,174.0,752.0,0.0,1.0,3971.76
BTR-1201,2027-01,Retail,Walmart,DC-East,0.1451167076167076,833.0,192.0,833.0,0.0,1.0,4399.57
BTR-1201,2027-01,Retail,Whole Foods,DC-East,0.04481470106470106,257.0,59.0,257.0,0.0,1.0,1357.37
BTR-1201,2027-02,Ecommerce,Amazon,DC-East,0.11929258804258805,760.0,0.0,760.0,0.0,1.0,4014.02
BTR-1201,2027-02,Retail,Costco,DC-West,0.08709561834561834,555.0,128.0,555.0,0.0,1.0,2931.29
BTR-1201,2027-02,Ecommerce,DTC Shopify,DC-West,0.06303746928746928,402.0,0.0,402.0,0.0,1.0,2123.2
BTR-1201,2027-02,Retail,Home Depot,DC-West,0.203240171990172,1295.0,299.0,1295.0,0.0,1.0,6839.67
BTR-1201,2027-02,Retail,Kroger,DC-Central,0.05477067977067977,349.0,81.0,349.0,0.0,1.0,1843.28
BTR-1201,2027-02,Retail,Lowe's,DC-Central,0.15166871416871416,966.0,223.0,966.0,0.0,1.0,5102.03
BTR-1201,2027-02,Retail,Target,DC-Central,0.13096334971334972,834.0,193.0,834.0,0.0,1.0,4404.85
BTR-1201,2027-02,Retail,Walmart,DC-East,0.1451167076167076,925.0,214.0,925.0,0.0,1.0,4885.48
BTR-1201,2027-02,Retail,Whole Foods,DC-East,0.04481470106470106,286.0,66.0,286.0,0.0,1.0,1510.54
BTR-1201,2027-03,Ecommerce,Amazon,DC-East,0.11929258804258805,946.0,0.0,946.0,0.0,1.0,4996.39
BTR-1201,2027-03,Retail,Costco,DC-West,0.08709561834561834,691.0,160.0,691.0,0.0,1.0,3649.59
BTR-1201,2027-03,Ecommerce,DTC Shopify,DC-West,0.06303746928746928,500.0,0.0,500.0,0.0,1.0,2640.8
