SKU,Product,Division,Category,Subcategory,Supplier,Origin,Sourcing,Month,Date,Action,Action Rank,On Hand Units,Min,Max,Demand Units,In Transit Units,Planned Receipts,Inbound Units,Gap to Min Units,Gap to Min USD,Excess Units,Excess USD,Required at Min USD,On Hand USD,Order Units,Order USD,Unit Cost,Retail Price,Lead Time Days,Case Pack,MOQ,Safety Stock,Weeks of Supply,Stockout Units,Origin Surcharge
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2026-10,2026-10-01,In transit,3,13884.0,16234.0,20248.0,4071.0,3389.0,0.0,3389.0,2350.0,10353.630000000001,0.0,0.0,71523.75720000001,61170.13,0,0.0,4.4058,16.99,88,12,2500,4459.0,15.2,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2026-11,2026-11-01,In transit,3,14860.0,16234.0,20248.0,4491.0,5467.0,0.0,5467.0,1374.0,6053.5692,0.0,0.0,71523.75720000001,65470.19,5892,25958.97,4.4058,16.99,88,12,2500,4459.0,16.6,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2026-12,2026-12-01,Excess,5,20254.0,16234.0,20248.0,4482.0,0.0,9876.0,9876.0,0.0,0.0,6.0,26.434800000000003,71523.75720000001,89235.07,0,0.0,4.4058,16.99,88,12,2500,4459.0,23.0,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-01,2027-01-01,In range,4,17275.0,16234.0,20248.0,2979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71523.75720000001,76110.2,7992,35211.15,4.4058,16.99,88,12,2500,4459.0,19.0,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-02,2027-02-01,Excess,5,20259.0,16234.0,20248.0,2908.0,0.0,5892.0,5892.0,0.0,0.0,11.0,48.4638,71523.75720000001,89257.1,4776,21042.1,4.4058,16.99,88,12,2500,4459.0,21.4,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-03,2027-03-01,In range,4,16332.0,16234.0,20248.0,3927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71523.75720000001,71955.53,4152,18292.88,4.4058,16.99,88,12,2500,4459.0,17.1,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-04,2027-04-01,Excess,5,20255.0,16234.0,20248.0,4069.0,0.0,7992.0,7992.0,0.0,0.0,7.0,30.840600000000002,71523.75720000001,89239.48,0,0.0,4.4058,16.99,88,12,2500,4459.0,21.1,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-05,2027-05-01,Excess,5,20258.0,16234.0,20248.0,4773.0,0.0,4776.0,4776.0,0.0,0.0,10.0,44.058,71523.75720000001,89252.7,7680,33836.54,4.4058,16.99,88,12,2500,4459.0,22.2,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-06,2027-06-01,Excess,5,20252.0,16234.0,20248.0,4158.0,0.0,4152.0,4152.0,0.0,0.0,4.0,17.6232,71523.75720000001,89226.26,0,0.0,4.4058,16.99,88,12,2500,4459.0,22.8,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-07,2027-07-01,In range,4,16528.0,16234.0,20248.0,3724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71523.75720000001,72819.06,0,0.0,4.4058,16.99,88,12,2500,4459.0,18.1,0.0,0.0489999684829089
BTR-1102,Water Garden Refill & Seed Kit,Indoor Growing,Water Garden,Consumables,SUP-03,Vietnam,Import,2027-08,2027-08-01,Excess,5,20250.0,16234.0,20248.0,3958.0,0.0,7680.0,7680.0,0.0,0.0,2.0,8.8116,71523.75720000001,89217.45,0,0.0,4.4058,16.99,88,12,2500,4459.0,,0.0,0.0489999684829089
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2026-09,2026-09-01,Stockout,1,0.0,8908.0,10695.0,1710.0,0.0,0.0,0.0,8908.0,179641.40039999998,0.0,0.0,179641.40039999998,0.0,11008,221990.63,20.1663,64.99,110,4,800,2357.0,0.0,654.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2026-10,2026-10-01,Stockout,1,0.0,8908.0,10695.0,2240.0,1733.0,0.0,1733.0,8908.0,179641.40039999998,0.0,0.0,179641.40039999998,0.0,0,0.0,20.1663,64.99,110,4,800,2357.0,0.0,507.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2026-11,2026-11-01,Buy,2,614.0,8908.0,10695.0,2496.0,3110.0,0.0,3110.0,8294.0,167259.2922,0.0,0.0,179641.40039999998,12382.11,3436,69291.41,20.1663,64.99,110,4,800,2357.0,1.2,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2026-12,2026-12-01,Buy,2,1884.0,8908.0,10695.0,2517.0,3787.0,0.0,3787.0,7024.0,141648.0912,0.0,0.0,179641.40039999998,37993.31,2376,47915.13,20.1663,64.99,110,4,800,2357.0,3.6,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-01,2027-01-01,Excess,5,11202.0,8908.0,10695.0,1690.0,0.0,11008.0,11008.0,0.0,0.0,507.0,10224.3141,179641.40039999998,225902.89,2820,56868.97,20.1663,64.99,110,4,800,2357.0,20.9,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-02,2027-02-01,In range,4,9535.0,8908.0,10695.0,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179641.40039999998,192285.67,2484,50093.09,20.1663,64.99,110,4,800,2357.0,17.0,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-03,2027-03-01,Excess,5,10698.0,8908.0,10695.0,2273.0,0.0,3436.0,3436.0,0.0,0.0,3.0,60.4989,179641.40039999998,215739.08,2244,45253.18,20.1663,64.99,110,4,800,2357.0,18.8,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-04,2027-04-01,In range,4,10695.0,8908.0,10695.0,2379.0,0.0,2376.0,2376.0,0.0,0.0,0.0,0.0,179641.40039999998,215678.58,2412,48641.12,20.1663,64.99,110,4,800,2357.0,18.6,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-05,2027-05-01,In range,4,10695.0,8908.0,10695.0,2820.0,0.0,2820.0,2820.0,0.0,0.0,0.0,0.0,179641.40039999998,215678.58,0,0.0,20.1663,64.99,110,4,800,2357.0,19.5,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-06,2027-06-01,Excess,5,10697.0,8908.0,10695.0,2482.0,0.0,2484.0,2484.0,0.0,0.0,2.0,40.3326,179641.40039999998,215718.91,0,0.0,20.1663,64.99,110,4,800,2357.0,19.9,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-07,2027-07-01,Excess,5,10696.0,8908.0,10695.0,2245.0,0.0,2244.0,2244.0,0.0,0.0,1.0,20.1663,179641.40039999998,215698.74,0,0.0,20.1663,64.99,110,4,800,2357.0,19.2,0.0,0.0669999830399768
BTR-1103,Self-Watering Countertop Grow Kit,Indoor Growing,Water Garden,Systems,SUP-04,India,Import,2027-08,2027-08-01,Excess,5,10697.0,8908.0,10695.0,2411.0,0.0,2412.0,2412.0,0.0,0.0,2.0,40.3326,179641.40039999998,215718.91,0,0.0,20.1663,64.99,110,4,800,2357.0,,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-09,2026-09-01,Buy,2,14340.0,30694.0,37102.0,5696.0,0.0,0.0,0.0,16354.0,86375.2864,0.0,0.0,162113.4304,75738.14,26964,142413.06,5.2816,17.99,110,12,2400,7199.0,8.8,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-10,2026-10-01,Buy,2,13287.0,30694.0,37102.0,6132.0,5079.0,0.0,5079.0,17407.0,91936.8112,0.0,0.0,162113.4304,70176.62,0,0.0,5.2816,17.99,110,12,2400,7199.0,8.1,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-11,2026-11-01,Buy,2,13627.0,30694.0,37102.0,8794.0,9134.0,0.0,9134.0,17067.0,90141.0672,0.0,0.0,162113.4304,71972.36,14292,75484.63,5.2816,17.99,110,12,2400,7199.0,8.5,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-12,2026-12-01,Buy,2,15888.0,30694.0,37102.0,6556.0,8817.0,0.0,8817.0,14806.0,78199.3696,0.0,0.0,162113.4304,83914.06,9108,48104.81,5.2816,17.99,110,12,2400,7199.0,9.9,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-01,2027-01-01,Excess,5,37112.0,30694.0,37102.0,5740.0,0.0,26964.0,26964.0,0.0,0.0,10.0,52.816,162113.4304,196010.74,8184,43224.61,5.2816,17.99,110,12,2400,7199.0,22.5,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-02,2027-02-01,In range,4,30741.0,30694.0,37102.0,6371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162113.4304,162361.67,6504,34351.53,5.2816,17.99,110,12,2400,7199.0,18.3,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-03,2027-03-01,Excess,5,37104.0,30694.0,37102.0,7929.0,0.0,14292.0,14292.0,0.0,0.0,2.0,10.5632,162113.4304,195968.49,0,0.0,5.2816,17.99,110,12,2400,7199.0,22.5,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-04,2027-04-01,Excess,5,37107.0,30694.0,37102.0,9105.0,0.0,9108.0,9108.0,0.0,0.0,5.0,26.408,162113.4304,195984.33,11940,63062.3,5.2816,17.99,110,12,2400,7199.0,24.1,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-05,2027-05-01,Excess,5,37107.0,30694.0,37102.0,8184.0,0.0,8184.0,8184.0,0.0,0.0,5.0,26.408,162113.4304,195984.33,0,0.0,5.2816,17.99,110,12,2400,7199.0,26.1,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-06,2027-06-01,Excess,5,37110.0,30694.0,37102.0,6501.0,0.0,6504.0,6504.0,0.0,0.0,8.0,42.2528,162113.4304,196000.18,0,0.0,5.2816,17.99,110,12,2400,7199.0,26.9,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-07,2027-07-01,In range,4,31285.0,30694.0,37102.0,5825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162113.4304,165234.86,0,0.0,5.2816,17.99,110,12,2400,7199.0,22.1,0.0,0.0669999830399768
BTR-1201,Windowsill Herb Kit - Basil,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-08,2027-08-01,Excess,5,37108.0,30694.0,37102.0,6117.0,0.0,11940.0,11940.0,0.0,0.0,6.0,31.6896,162113.4304,195989.61,0,0.0,5.2816,17.99,110,12,2400,7199.0,,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-09,2026-09-01,Buy,2,11930.0,21165.0,25530.0,3584.0,0.0,0.0,0.0,9235.0,48775.576,0.0,0.0,111785.064,63009.49,9396,49625.91,5.2816,17.99,110,12,2400,5160.0,12.7,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-10,2026-10-01,Buy,2,13602.0,21165.0,25530.0,3806.0,5478.0,0.0,5478.0,7563.0,39944.7408,0.0,0.0,111785.064,71840.32,0,0.0,5.2816,17.99,110,12,2400,5160.0,14.3,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-11,2026-11-01,In transit,3,16468.0,21165.0,25530.0,5384.0,8250.0,0.0,8250.0,4697.0,24807.6752,0.0,0.0,111785.064,86977.39,8340,44048.54,5.2816,17.99,110,12,2400,5160.0,18.0,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-12,2026-12-01,In transit,3,19564.0,21165.0,25530.0,3959.0,7055.0,0.0,7055.0,1601.0,8455.8416,0.0,0.0,111785.064,103329.22,5196,27443.19,5.2816,17.99,110,12,2400,5160.0,21.4,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-01,2027-01-01,Excess,5,25540.0,21165.0,25530.0,3420.0,0.0,9396.0,9396.0,0.0,0.0,10.0,52.816,111785.064,134892.06,4620,24400.99,5.2816,17.99,110,12,2400,5160.0,27.4,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-02,2027-02-01,In range,4,21796.0,21165.0,25530.0,3744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111785.064,115117.75,0,0.0,5.2816,17.99,110,12,2400,5160.0,23.1,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-03,2027-03-01,Excess,5,25540.0,21165.0,25530.0,4596.0,0.0,8340.0,8340.0,0.0,0.0,10.0,52.816,111785.064,134892.06,6816,35999.39,5.2816,17.99,110,12,2400,5160.0,27.7,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-04,2027-04-01,In range,4,25530.0,21165.0,25530.0,5206.0,0.0,5196.0,5196.0,0.0,0.0,0.0,0.0,111785.064,134839.25,0,0.0,5.2816,17.99,110,12,2400,5160.0,30.0,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-05,2027-05-01,Excess,5,25534.0,21165.0,25530.0,4616.0,0.0,4620.0,4620.0,0.0,0.0,4.0,21.1264,111785.064,134860.37,0,0.0,5.2816,17.99,110,12,2400,5160.0,32.8,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-06,2027-06-01,In range,4,21917.0,21165.0,25530.0,3617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111785.064,115756.83,0,0.0,5.2816,17.99,110,12,2400,5160.0,29.2,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-07,2027-07-01,Excess,5,25536.0,21165.0,25530.0,3197.0,0.0,6816.0,6816.0,0.0,0.0,6.0,31.6896,111785.064,134870.94,0,0.0,5.2816,17.99,110,12,2400,5160.0,33.4,0.0,0.0669999830399768
BTR-1202,Windowsill Herb Kit - Cilantro,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-08,2027-08-01,In range,4,22224.0,21165.0,25530.0,3312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111785.064,117378.28,0,0.0,5.2816,17.99,110,12,2400,5160.0,,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-09,2026-09-01,Buy,2,8703.0,18703.0,22256.0,2822.0,0.0,0.0,0.0,10000.0,52816.0,0.0,0.0,98781.7648,45965.76,16392,86575.99,5.2816,17.99,110,12,1800,5677.0,10.6,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-10,2026-10-01,Buy,2,9185.0,18703.0,22256.0,3050.0,3532.0,0.0,3532.0,9518.0,50270.2688,0.0,0.0,98781.7648,48511.5,0,0.0,5.2816,17.99,110,12,1800,5677.0,11.0,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-11,2026-11-01,Buy,2,7905.0,18703.0,22256.0,4392.0,3112.0,0.0,3112.0,10798.0,57030.7168,0.0,0.0,98781.7648,41751.05,7248,38281.04,5.2816,17.99,110,12,1800,5677.0,9.7,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2026-12,2026-12-01,Buy,2,8760.0,18703.0,22256.0,3287.0,4142.0,0.0,4142.0,9943.0,52514.9488,0.0,0.0,98781.7648,46266.82,4632,24464.37,5.2816,17.99,110,12,1800,5677.0,10.7,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-01,2027-01-01,Excess,5,22262.0,18703.0,22256.0,2890.0,0.0,16392.0,16392.0,0.0,0.0,6.0,31.6896,98781.7648,117578.98,4188,22119.34,5.2816,17.99,110,12,1800,5677.0,26.4,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-02,2027-02-01,In range,4,19042.0,18703.0,22256.0,3220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98781.7648,100572.23,0,0.0,5.2816,17.99,110,12,1800,5677.0,22.1,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-03,2027-03-01,Excess,5,22267.0,18703.0,22256.0,4023.0,0.0,7248.0,7248.0,0.0,0.0,11.0,58.0976,98781.7648,117605.39,6336,33464.22,5.2816,17.99,110,12,1800,5677.0,26.3,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-04,2027-04-01,Excess,5,22260.0,18703.0,22256.0,4639.0,0.0,4632.0,4632.0,0.0,0.0,4.0,21.1264,98781.7648,117568.42,0,0.0,5.2816,17.99,110,12,1800,5677.0,28.2,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-05,2027-05-01,Excess,5,22262.0,18703.0,22256.0,4186.0,0.0,4188.0,4188.0,0.0,0.0,6.0,31.6896,98781.7648,117578.98,0,0.0,5.2816,17.99,110,12,1800,5677.0,30.4,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-06,2027-06-01,In range,4,18923.0,18703.0,22256.0,3339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98781.7648,99943.72,0,0.0,5.2816,17.99,110,12,1800,5677.0,26.6,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-07,2027-07-01,In range,4,22256.0,18703.0,22256.0,3003.0,0.0,6336.0,6336.0,0.0,0.0,0.0,0.0,98781.7648,117547.29,0,0.0,5.2816,17.99,110,12,1800,5677.0,30.4,0.0,0.0669999830399768
BTR-1203,Windowsill Herb Kit - Mint,Indoor Growing,Herb Kits,Single Herb,SUP-04,India,Import,2027-08,2027-08-01,In range,4,19090.0,18703.0,22256.0,3166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98781.7648,100825.74,0,0.0,5.2816,17.99,110,12,1800,5677.0,,0.0,0.0669999830399768
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2026-09,2026-09-01,Buy,2,9439.0,13711.0,16776.0,2478.0,2767.0,0.0,2767.0,4272.0,51983.404800000004,0.0,0.0,166840.9324,114857.53,13932,169530.15,12.1684,39.99,88,4,1200,4722.0,13.4,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2026-10,2026-10-01,Buy,2,9525.0,13711.0,16776.0,2668.0,2754.0,0.0,2754.0,4186.0,50936.9224,0.0,0.0,166840.9324,115904.01,0,0.0,12.1684,39.99,88,4,1200,4722.0,13.3,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2026-11,2026-11-01,Buy,2,5699.0,13711.0,16776.0,3826.0,0.0,0.0,0.0,8012.0,97493.2208,0.0,0.0,166840.9324,69347.71,5268,64103.13,12.1684,39.99,88,4,1200,4722.0,8.2,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2026-12,2026-12-01,Excess,5,16779.0,13711.0,16776.0,2852.0,0.0,13932.0,13932.0,0.0,0.0,3.0,36.5052,166840.9324,204173.58,3448,41956.64,12.1684,39.99,88,4,1200,4722.0,24.0,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-01,2027-01-01,In range,4,14282.0,13711.0,16776.0,2497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166840.9324,173789.09,3956,48138.19,12.1684,39.99,88,4,1200,4722.0,19.9,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-02,2027-02-01,Excess,5,16779.0,13711.0,16776.0,2771.0,0.0,5268.0,5268.0,0.0,0.0,3.0,36.5052,166840.9324,204173.58,3560,43319.5,12.1684,39.99,88,4,1200,4722.0,23.0,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-03,2027-03-01,Excess,5,16779.0,13711.0,16776.0,3448.0,0.0,3448.0,3448.0,0.0,0.0,3.0,36.5052,166840.9324,204173.58,0,0.0,12.1684,39.99,88,4,1200,4722.0,23.4,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-04,2027-04-01,In range,4,16776.0,13711.0,16776.0,3959.0,0.0,3956.0,3956.0,0.0,0.0,0.0,0.0,166840.9324,204137.08,5360,65222.62,12.1684,39.99,88,4,1200,4722.0,25.1,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-05,2027-05-01,Excess,5,16777.0,13711.0,16776.0,3559.0,0.0,3560.0,3560.0,0.0,0.0,1.0,12.1684,166840.9324,204149.25,0,0.0,12.1684,39.99,88,4,1200,4722.0,27.2,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-06,2027-06-01,In range,4,13950.0,13711.0,16776.0,2827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166840.9324,169749.18,0,0.0,12.1684,39.99,88,4,1200,4722.0,23.3,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-07,2027-07-01,Excess,5,16778.0,13711.0,16776.0,2532.0,0.0,5360.0,5360.0,0.0,0.0,2.0,24.3368,166840.9324,204161.42,0,0.0,12.1684,39.99,88,4,1200,4722.0,27.3,0.0,0.0489999684829089
BTR-1204,Herb Garden Trio Gift Set,Indoor Growing,Herb Kits,Gifting,SUP-03,Vietnam,Import,2027-08,2027-08-01,In range,4,14119.0,13711.0,16776.0,2659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166840.9324,171805.64,0,0.0,12.1684,39.99,88,4,1200,4722.0,,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2026-09,2026-09-01,Buy,2,3888.0,8488.0,10746.0,2086.0,1909.0,0.0,1909.0,4600.0,27987.32,0.0,0.0,51642.6896,23655.37,8400,51107.28,6.0842,19.99,88,12,1500,1865.0,6.4,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2026-10,2026-10-01,Buy,2,4329.0,8488.0,10746.0,2253.0,2694.0,0.0,2694.0,4159.0,25304.1878,0.0,0.0,51642.6896,26338.5,0,0.0,6.0842,19.99,88,12,1500,1865.0,7.0,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2026-11,2026-11-01,Buy,2,4775.0,8488.0,10746.0,3243.0,3689.0,0.0,3689.0,3713.0,22590.6346,0.0,0.0,51642.6896,29052.06,4512,27451.91,6.0842,19.99,88,12,1500,1865.0,8.0,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2026-12,2026-12-01,Excess,5,10749.0,8488.0,10746.0,2426.0,0.0,8400.0,8400.0,0.0,0.0,3.0,18.2526,51642.6896,65399.07,2964,18033.57,6.0842,19.99,88,12,1500,1865.0,17.8,0.0,0.0489999684829089
BTR-1205,Microgreens Grow Kit,Indoor Growing,Herb Kits,Microgreens,SUP-03,Vietnam,Import,2027-01,2027-01-01,In range,4,8617.0,8488.0,10746.0,2132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51642.6896,52427.55,3420,20807.96,6.0842,19.99,88,12,1500,1865.0,13.9,0.0,0.0489999684829089
