month,sku,account,units,revenue_usd,cogs_usd
2026-05,BTR-1101,Lowe's,473,27431.26,14091.43
2026-05,BTR-1101,Target,339,19660.03,10099.35
2026-05,BTR-1101,Walmart,422,24473.55,12572.06
2026-05,BTR-1101,Costco,271,15716.43,8073.52
2026-05,BTR-1101,Kroger,35,2029.8,1042.71
2026-05,BTR-1101,Whole Foods,102,5915.41,3038.74
2026-05,BTR-1101,Amazon,660,56754.32,19662.46
2026-05,BTR-1101,DTC Shopify,368,31644.84,10963.31
2026-06,BTR-1101,Home Depot,308,17862.21,9175.81
2026-06,BTR-1101,Lowe's,348,20181.98,10367.48
2026-06,BTR-1101,Target,275,15948.4,8192.69
2026-06,BTR-1101,Walmart,323,18732.13,9622.69
2026-06,BTR-1101,Costco,203,11772.82,6047.69
2026-06,BTR-1101,Kroger,28,1623.84,834.16
2026-06,BTR-1101,Whole Foods,104,6031.4,3098.33
2026-06,BTR-1101,Amazon,537,46177.38,15998.09
2026-06,BTR-1101,DTC Shopify,318,27345.27,9473.73
2026-07,BTR-1101,Home Depot,306,17746.23,9116.23
2026-07,BTR-1101,Lowe's,224,12990.7,6673.32
2026-07,BTR-1101,Target,303,17572.24,9026.85
2026-07,BTR-1101,Walmart,316,18326.17,9414.15
2026-07,BTR-1101,Costco,153,8873.11,4558.11
2026-07,BTR-1101,Kroger,19,1101.89,566.04
2026-07,BTR-1101,Whole Foods,79,4581.54,2353.54
2026-07,BTR-1101,Amazon,465,39986.0,13853.09
2026-07,BTR-1101,DTC Shopify,301,25883.41,8967.27
2026-08,BTR-1101,Home Depot,361,20935.91,10754.77
2026-08,BTR-1101,Lowe's,425,24647.53,12661.43
2026-08,BTR-1101,Target,395,22907.71,11767.68
2026-08,BTR-1101,Walmart,448,25981.4,13346.64
2026-08,BTR-1101,Costco,258,14962.5,7686.23
2026-08,BTR-1101,Kroger,38,2203.78,1132.08
2026-08,BTR-1101,Whole Foods,132,7655.23,3932.49
2026-08,BTR-1101,Amazon,684,58818.12,20377.45
2026-08,BTR-1101,DTC Shopify,462,39728.03,13763.72
2024-09,BTR-1102,Home Depot,370,3646.05,1630.15
2024-09,BTR-1102,Lowe's,452,4454.1,1991.42
2024-09,BTR-1102,Target,349,3439.12,1537.62
2024-09,BTR-1102,Walmart,526,5183.31,2317.45
2024-09,BTR-1102,Costco,319,3143.49,1405.45
2024-09,BTR-1102,Kroger,26,256.21,114.55
2024-09,BTR-1102,Whole Foods,142,1399.3,625.62
2024-09,BTR-1102,Amazon,737,10768.6,3247.07
2024-09,BTR-1102,DTC Shopify,420,6136.79,1850.44
2024-10,BTR-1102,Home Depot,372,3665.76,1638.96
2024-10,BTR-1102,Lowe's,532,5242.43,2343.89
2024-10,BTR-1102,Target,478,4710.31,2105.97
2024-10,BTR-1102,Walmart,527,5193.16,2321.86
2024-10,BTR-1102,Costco,307,3025.24,1352.58
2024-10,BTR-1102,Kroger,35,344.9,154.2
2024-10,BTR-1102,Whole Foods,138,1359.88,608.0
2024-10,BTR-1102,Amazon,824,12039.79,3630.38
2024-10,BTR-1102,DTC Shopify,575,8401.56,2533.34
2024-11,BTR-1102,Home Depot,510,5025.64,2246.96
2024-11,BTR-1102,Lowe's,459,4523.08,2022.26
2024-11,BTR-1102,Target,495,4877.83,2180.87
2024-11,BTR-1102,Walmart,619,6099.75,2727.19
2024-11,BTR-1102,Costco,378,3724.89,1665.39
2024-11,BTR-1102,Kroger,47,463.15,207.07
2024-11,BTR-1102,Whole Foods,146,1438.71,643.25
2024-11,BTR-1102,Amazon,1111,16233.27,4894.84
2024-11,BTR-1102,DTC Shopify,554,8094.72,2440.81
2024-12,BTR-1102,Home Depot,480,4730.02,2114.78
2024-12,BTR-1102,Lowe's,576,5676.02,2537.74
2024-12,BTR-1102,Target,473,4661.04,2083.94
2024-12,BTR-1102,Walmart,581,5725.29,2559.77
2024-12,BTR-1102,Costco,327,3222.32,1440.7
2024-12,BTR-1102,Kroger,35,344.9,154.2
2024-12,BTR-1102,Whole Foods,165,1625.94,726.96
2024-12,BTR-1102,Amazon,908,13267.15,4000.47
2024-12,BTR-1102,DTC Shopify,505,7378.76,2224.93
2025-01,BTR-1102,Home Depot,347,3419.41,1528.81
2025-01,BTR-1102,Lowe's,333,3281.45,1467.13
2025-01,BTR-1102,Target,362,3567.22,1594.9
2025-01,BTR-1102,Walmart,370,3646.05,1630.15
2025-01,BTR-1102,Costco,167,1645.65,735.77
2025-01,BTR-1102,Kroger,27,266.06,118.96
2025-01,BTR-1102,Whole Foods,95,936.15,418.55
2025-01,BTR-1102,Amazon,510,7451.81,2246.96
2025-01,BTR-1102,DTC Shopify,347,5070.16,1528.81
2025-02,BTR-1102,Home Depot,379,3734.74,1669.8
2025-02,BTR-1102,Lowe's,410,4040.22,1806.38
2025-02,BTR-1102,Target,363,3577.07,1599.31
2025-02,BTR-1102,Walmart,387,3813.58,1705.04
2025-02,BTR-1102,Costco,296,2916.84,1304.12
2025-02,BTR-1102,Kroger,38,374.46,167.42
2025-02,BTR-1102,Whole Foods,121,1192.36,533.1
2025-02,BTR-1102,Amazon,864,12624.25,3806.61
2025-02,BTR-1102,DTC Shopify,388,5669.22,1709.45
2025-03,BTR-1102,Home Depot,594,5853.39,2617.05
2025-03,BTR-1102,Lowe's,485,4779.29,2136.81
2025-03,BTR-1102,Target,434,4276.72,1912.12
2025-03,BTR-1102,Walmart,621,6119.46,2736.0
2025-03,BTR-1102,Costco,318,3133.64,1401.04
2025-03,BTR-1102,Kroger,38,374.46,167.42
2025-03,BTR-1102,Whole Foods,168,1655.51,740.17
2025-03,BTR-1102,Amazon,994,14523.73,4379.37
2025-03,BTR-1102,DTC Shopify,480,7013.47,2114.78
2025-04,BTR-1102,Home Depot,503,4956.66,2216.12
2025-04,BTR-1102,Lowe's,527,5193.16,2321.86
2025-04,BTR-1102,Target,475,4680.74,2092.76
2025-04,BTR-1102,Walmart,509,5015.79,2242.55
2025-04,BTR-1102,Costco,355,3498.24,1564.06
2025-04,BTR-1102,Kroger,42,413.88,185.04
2025-04,BTR-1102,Whole Foods,156,1537.26,687.3
2025-04,BTR-1102,Amazon,738,10783.21,3251.48
2025-04,BTR-1102,DTC Shopify,530,7744.04,2335.07
2025-05,BTR-1102,Home Depot,884,8711.11,3894.73
2025-05,BTR-1102,Lowe's,799,7873.51,3520.23
2025-05,BTR-1102,Target,669,6592.46,2947.48
2025-05,BTR-1102,Walmart,1014,9992.16,4467.48
2025-05,BTR-1102,Costco,495,4877.83,2180.87
2025-05,BTR-1102,Kroger,62,610.96,273.16
2025-05,BTR-1102,Whole Foods,276,2719.76,1216.0
2025-05,BTR-1102,Amazon,1232,18001.24,5427.95
2025-05,BTR-1102,DTC Shopify,824,12039.79,3630.38
2025-06,BTR-1102,Home Depot,314,3094.22,1383.42
2025-06,BTR-1102,Lowe's,365,3596.78,1608.12
2025-06,BTR-1102,Target,417,4109.2,1837.22
2025-06,BTR-1102,Walmart,422,4158.47,1859.25
2025-06,BTR-1102,Costco,245,2414.28,1079.42
2025-06,BTR-1102,Kroger,31,305.48,136.58
2025-06,BTR-1102,Whole Foods,136,1340.17,599.19
2025-06,BTR-1102,Amazon,735,10739.38,3238.26
2025-06,BTR-1102,DTC Shopify,423,6180.62,1863.65
2025-07,BTR-1102,Home Depot,381,3754.45,1678.61
2025-07,BTR-1102,Lowe's,350,3448.97,1542.03
2025-07,BTR-1102,Target,323,3182.91,1423.07
2025-07,BTR-1102,Walmart,352,3468.68,1550.84
2025-07,BTR-1102,Costco,259,2552.24,1141.1
2025-07,BTR-1102,Kroger,22,216.79,96.93
2025-07,BTR-1102,Whole Foods,107,1054.4,471.42
2025-07,BTR-1102,Amazon,623,9102.9,2744.81
2025-07,BTR-1102,DTC Shopify,366,5347.77,1612.52
2025-08,BTR-1102,Home Depot,380,3744.6,1674.2
2025-08,BTR-1102,Lowe's,343,3379.99,1511.19
2025-08,BTR-1102,Target,312,3074.51,1374.61
2025-08,BTR-1102,Walmart,461,4542.79,2031.07
2025-08,BTR-1102,Costco,296,2916.84,1304.12
2025-08,BTR-1102,Kroger,33,325.19,145.39
2025-08,BTR-1102,Whole Foods,123,1212.07,541.91
2025-08,BTR-1102,Amazon,749,10943.94,3299.94
2025-08,BTR-1102,DTC Shopify,433,6326.74,1907.71
2025-09,BTR-1102,Home Depot,397,3912.12,1749.1
2025-09,BTR-1102,Lowe's,342,3370.14,1506.78
2025-09,BTR-1102,Target,400,3941.68,1762.32
2025-09,BTR-1102,Walmart,337,3320.87,1484.75
2025-09,BTR-1102,Costco,306,3015.39,1348.17
2025-09,BTR-1102,Kroger,28,275.92,123.36
2025-09,BTR-1102,Whole Foods,136,1340.17,599.19
2025-09,BTR-1102,Amazon,749,10943.94,3299.94
2025-09,BTR-1102,DTC Shopify,466,6808.91,2053.1
2025-10,BTR-1102,Home Depot,802,7903.07,3533.45
2025-10,BTR-1102,Lowe's,903,8898.34,3978.44
2025-10,BTR-1102,Target,905,8918.05,3987.25
2025-10,BTR-1102,Walmart,1030,10149.83,4537.97
2025-10,BTR-1102,Costco,586,5774.56,2581.8
2025-10,BTR-1102,Kroger,68,670.09,299.59
2025-10,BTR-1102,Whole Foods,331,3261.74,1458.32
2025-10,BTR-1102,Amazon,1768,25832.96,7789.45
2025-10,BTR-1102,DTC Shopify,963,14070.78,4242.79
2025-11,BTR-1102,Home Depot,554,5459.23,2440.81
2025-11,BTR-1102,Lowe's,690,6799.4,3040.0
2025-11,BTR-1102,Target,544,5360.68,2396.76
2025-11,BTR-1102,Walmart,582,5735.14,2564.18
2025-11,BTR-1102,Costco,391,3852.99,1722.67
2025-11,BTR-1102,Kroger,49,482.86,215.88
2025-11,BTR-1102,Whole Foods,194,1911.71,854.73
2025-11,BTR-1102,Amazon,1083,15824.15,4771.48
2025-11,BTR-1102,DTC Shopify,710,10374.09,3128.12
2025-12,BTR-1102,Home Depot,624,6149.02,2749.22
2025-12,BTR-1102,Lowe's,596,5873.1,2625.86
2025-12,BTR-1102,Target,505,4976.37,2224.93
2025-12,BTR-1102,Walmart,763,7518.75,3361.63
2025-12,BTR-1102,Costco,369,3636.2,1625.74
2025-12,BTR-1102,Kroger,49,482.86,215.88
2025-12,BTR-1102,Whole Foods,195,1921.57,859.13
2025-12,BTR-1102,Amazon,934,13647.05,4115.02
2025-12,BTR-1102,DTC Shopify,685,10008.81,3017.97
2026-01,BTR-1102,Home Depot,325,3202.61,1431.88
2026-01,BTR-1102,Lowe's,332,3271.59,1462.73
2026-01,BTR-1102,Target,292,2877.43,1286.49
2026-01,BTR-1102,Walmart,402,3961.39,1771.13
2026-01,BTR-1102,Costco,216,2128.51,951.65
2026-01,BTR-1102,Kroger,24,236.5,105.74
2026-01,BTR-1102,Whole Foods,91,896.73,400.93
2026-01,BTR-1102,Amazon,464,6779.69,2044.29
2026-01,BTR-1102,DTC Shopify,365,5333.16,1608.12
2026-02,BTR-1102,Home Depot,357,3517.95,1572.87
2026-02,BTR-1102,Lowe's,324,3192.76,1427.48
2026-02,BTR-1102,Target,319,3143.49,1405.45
2026-02,BTR-1102,Walmart,465,4582.2,2048.7
2026-02,BTR-1102,Costco,273,2690.2,1202.78
2026-02,BTR-1102,Kroger,31,305.48,136.58
2026-02,BTR-1102,Whole Foods,107,1054.4,471.42
2026-02,BTR-1102,Amazon,606,8854.51,2669.91
2026-02,BTR-1102,DTC Shopify,316,4617.2,1392.23
2026-03,BTR-1102,Home Depot,435,4286.58,1916.52
2026-03,BTR-1102,Lowe's,441,4345.7,1942.96
2026-03,BTR-1102,Target,394,3882.55,1735.89
2026-03,BTR-1102,Walmart,477,4700.45,2101.57
2026-03,BTR-1102,Costco,263,2591.65,1158.73
2026-03,BTR-1102,Kroger,33,325.19,145.39
2026-03,BTR-1102,Whole Foods,127,1251.48,559.54
2026-03,BTR-1102,Amazon,701,10242.59,3088.47
2026-03,BTR-1102,DTC Shopify,419,6122.18,1846.03
2026-04,BTR-1102,Home Depot,611,6020.92,2691.94
2026-04,BTR-1102,Lowe's,539,5311.41,2374.73
2026-04,BTR-1102,Target,478,4710.31,2105.97
2026-04,BTR-1102,Walmart,534,5262.14,2352.7
2026-04,BTR-1102,Costco,344,3389.84,1515.6
2026-04,BTR-1102,Kroger,34,335.04,149.8
2026-04,BTR-1102,Whole Foods,154,1517.55,678.49
2026-04,BTR-1102,Amazon,865,12638.86,3811.02
2026-04,BTR-1102,DTC Shopify,582,8503.83,2564.18
2026-05,BTR-1102,Home Depot,535,5272.0,2357.1
2026-05,BTR-1102,Lowe's,721,7104.88,3176.58
2026-05,BTR-1102,Target,653,6434.79,2876.99
2026-05,BTR-1102,Walmart,673,6631.88,2965.1
2026-05,BTR-1102,Costco,399,3931.83,1757.91
2026-05,BTR-1102,Kroger,49,482.86,215.88
2026-05,BTR-1102,Whole Foods,181,1783.61,797.45
2026-05,BTR-1102,Amazon,1137,16613.16,5009.39
2026-05,BTR-1102,DTC Shopify,535,7817.1,2357.1
2026-06,BTR-1102,Home Depot,501,4936.95,2207.31
2026-06,BTR-1102,Lowe's,584,5754.85,2572.99
2026-06,BTR-1102,Target,553,5449.37,2436.41
2026-06,BTR-1102,Walmart,510,5025.64,2246.96
2026-06,BTR-1102,Costco,363,3577.07,1599.31
2026-06,BTR-1102,Kroger,38,374.46,167.42
2026-06,BTR-1102,Whole Foods,139,1369.73,612.41
2026-06,BTR-1102,Amazon,866,12653.47,3815.42
2026-06,BTR-1102,DTC Shopify,495,7232.64,2180.87
2026-07,BTR-1102,Home Depot,351,3458.82,1546.44
2026-07,BTR-1102,Lowe's,353,3478.53,1555.25
2026-07,BTR-1102,Target,331,3261.74,1458.32
2026-07,BTR-1102,Walmart,352,3468.68,1550.84
2026-07,BTR-1102,Costco,290,2857.72,1277.68
2026-07,BTR-1102,Kroger,28,275.92,123.36
2026-07,BTR-1102,Whole Foods,131,1290.9,577.16
2026-07,BTR-1102,Amazon,658,9614.3,2899.02
2026-07,BTR-1102,DTC Shopify,449,6560.52,1978.2
2026-08,BTR-1102,Home Depot,501,4936.95,2207.31
2026-08,BTR-1102,Lowe's,406,4000.81,1788.75
2026-08,BTR-1102,Target,410,4040.22,1806.38
2026-08,BTR-1102,Walmart,489,4818.7,2154.44
2026-08,BTR-1102,Costco,279,2749.32,1229.22
2026-08,BTR-1102,Kroger,40,394.17,176.23
2026-08,BTR-1102,Whole Foods,143,1409.15,630.03
2026-08,BTR-1102,Amazon,827,12083.63,3643.6
2026-08,BTR-1102,DTC Shopify,428,6253.68,1885.68
2024-09,BTR-1103,Home Depot,125,4711.77,2520.79
2024-09,BTR-1103,Lowe's,171,6445.71,3448.44
2024-09,BTR-1103,Target,156,5880.3,3145.94
2024-09,BTR-1103,Walmart,163,6144.15,3287.11
2024-09,BTR-1103,Costco,88,3317.09,1774.63
2024-09,BTR-1103,Kroger,12,452.33,242.0
2024-09,BTR-1103,Whole Foods,56,2110.88,1129.31
2024-09,BTR-1103,Amazon,250,13972.85,5041.57
2024-09,BTR-1103,DTC Shopify,149,8327.82,3004.78
2024-10,BTR-1103,Home Depot,150,5654.13,3024.95
2024-10,BTR-1103,Lowe's,128,4824.86,2581.29
2024-10,BTR-1103,Target,117,4410.22,2359.46
2024-10,BTR-1103,Walmart,136,5126.41,2742.62
2024-10,BTR-1103,Costco,92,3467.87,1855.3
2024-10,BTR-1103,Kroger,12,452.33,242.0
2024-10,BTR-1103,Whole Foods,41,1545.46,826.82
2024-10,BTR-1103,Amazon,227,12687.35,4577.75
2024-10,BTR-1103,DTC Shopify,154,8607.28,3105.61
2024-11,BTR-1103,Home Depot,349,13155.28,7038.04
2024-11,BTR-1103,Lowe's,412,15530.01,8308.52
2024-11,BTR-1103,Target,422,15906.95,8510.18
2024-11,BTR-1103,Walmart,368,13871.47,7421.2
2024-11,BTR-1103,Costco,255,9612.02,5142.41
2024-11,BTR-1103,Kroger,30,1130.83,604.99
2024-11,BTR-1103,Whole Foods,125,4711.77,2520.79
2024-11,BTR-1103,Amazon,759,42421.57,15306.22
2024-11,BTR-1103,DTC Shopify,442,24704.0,8913.5
2024-12,BTR-1103,Home Depot,191,7199.59,3851.76
2024-12,BTR-1103,Lowe's,213,8028.86,4295.42
2024-12,BTR-1103,Target,154,5804.91,3105.61
2024-12,BTR-1103,Walmart,197,7425.76,3972.76
2024-12,BTR-1103,Costco,148,5578.74,2984.61
2024-12,BTR-1103,Kroger,17,640.8,342.83
2024-12,BTR-1103,Whole Foods,67,2525.51,1351.14
2024-12,BTR-1103,Amazon,363,20288.58,7320.37
2024-12,BTR-1103,DTC Shopify,210,11737.19,4234.92
2025-01,BTR-1103,Home Depot,119,4485.61,2399.79
2025-01,BTR-1103,Lowe's,124,4674.08,2500.62
2025-01,BTR-1103,Target,118,4447.92,2379.62
2025-01,BTR-1103,Walmart,137,5164.11,2762.78
2025-01,BTR-1103,Costco,75,2827.06,1512.47
2025-01,BTR-1103,Kroger,11,414.64,221.83
2025-01,BTR-1103,Whole Foods,39,1470.07,786.49
2025-01,BTR-1103,Amazon,210,11737.19,4234.92
2025-01,BTR-1103,DTC Shopify,131,7321.77,2641.79
2025-02,BTR-1103,Home Depot,30,1130.83,604.99
2025-02,BTR-1103,Lowe's,48,1809.32,967.98
2025-02,BTR-1103,Target,29,1093.13,584.82
2025-02,BTR-1103,Walmart,36,1356.99,725.99
2025-02,BTR-1103,Costco,21,791.58,423.49
2025-02,BTR-1103,Kroger,3,113.08,60.5
2025-02,BTR-1103,Whole Foods,11,414.64,221.83
2025-02,BTR-1103,Amazon,65,3632.94,1310.81
2025-02,BTR-1103,DTC Shopify,42,2347.44,846.98
2025-03,BTR-1103,Home Depot,179,6747.26,3609.77
2025-03,BTR-1103,Lowe's,194,7312.67,3912.26
2025-03,BTR-1103,Target,151,5691.82,3045.11
2025-03,BTR-1103,Walmart,184,6935.73,3710.6
2025-03,BTR-1103,Costco,111,4184.06,2238.46
2025-03,BTR-1103,Kroger,15,565.41,302.49
2025-03,BTR-1103,Whole Foods,57,2148.57,1149.48
2025-03,BTR-1103,Amazon,320,17885.25,6453.22
2025-03,BTR-1103,DTC Shopify,198,11066.5,3992.93
2025-04,BTR-1103,Home Depot,261,9838.19,5263.4
2025-04,BTR-1103,Lowe's,292,11006.71,5888.56
2025-04,BTR-1103,Target,264,9951.27,5323.9
2025-04,BTR-1103,Walmart,306,11534.43,6170.89
2025-04,BTR-1103,Costco,156,5880.3,3145.94
2025-04,BTR-1103,Kroger,21,791.58,423.49
2025-04,BTR-1103,Whole Foods,89,3354.78,1794.8
2025-04,BTR-1103,Amazon,464,25933.61,9357.16
2025-04,BTR-1103,DTC Shopify,298,16655.64,6009.56
2025-05,BTR-1103,Home Depot,295,11119.79,5949.06
2025-05,BTR-1103,Lowe's,311,11722.9,6271.72
2025-05,BTR-1103,Target,265,9988.96,5344.07
2025-05,BTR-1103,Walmart,350,13192.97,7058.2
2025-05,BTR-1103,Costco,189,7124.2,3811.43
2025-05,BTR-1103,Kroger,22,829.27,443.66
2025-05,BTR-1103,Whole Foods,102,3844.81,2056.96
2025-05,BTR-1103,Amazon,510,28504.61,10284.81
2025-05,BTR-1103,DTC Shopify,304,16990.99,6130.56
2025-06,BTR-1103,Home Depot,199,7501.15,4013.09
2025-06,BTR-1103,Lowe's,216,8141.95,4355.92
2025-06,BTR-1103,Target,171,6445.71,3448.44
2025-06,BTR-1103,Walmart,214,8066.56,4315.59
2025-06,BTR-1103,Costco,130,4900.25,2621.62
2025-06,BTR-1103,Kroger,17,640.8,342.83
2025-06,BTR-1103,Whole Foods,58,2186.26,1169.65
2025-06,BTR-1103,Amazon,324,18108.81,6533.88
2025-06,BTR-1103,DTC Shopify,197,11010.61,3972.76
2025-07,BTR-1103,Home Depot,235,8858.14,4739.08
2025-07,BTR-1103,Lowe's,221,8330.42,4456.75
2025-07,BTR-1103,Target,204,7689.62,4113.93
2025-07,BTR-1103,Walmart,240,9046.61,4839.91
2025-07,BTR-1103,Costco,156,5880.3,3145.94
2025-07,BTR-1103,Kroger,20,753.88,403.33
2025-07,BTR-1103,Whole Foods,67,2525.51,1351.14
2025-07,BTR-1103,Amazon,409,22859.58,8248.02
2025-07,BTR-1103,DTC Shopify,208,11625.41,4194.59
2025-08,BTR-1103,Home Depot,113,4259.44,2278.79
2025-08,BTR-1103,Lowe's,112,4221.75,2258.63
2025-08,BTR-1103,Target,99,3731.73,1996.46
2025-08,BTR-1103,Walmart,110,4146.36,2218.29
2025-08,BTR-1103,Costco,62,2337.04,1250.31
2025-08,BTR-1103,Kroger,7,263.86,141.16
2025-08,BTR-1103,Whole Foods,39,1470.07,786.49
2025-08,BTR-1103,Amazon,177,9892.78,3569.44
2025-08,BTR-1103,DTC Shopify,123,6874.64,2480.45
2025-09,BTR-1103,Home Depot,166,6257.24,3347.61
2025-09,BTR-1103,Lowe's,123,4636.39,2480.45
2025-09,BTR-1103,Target,132,4975.63,2661.95
2025-09,BTR-1103,Walmart,140,5277.19,2823.28
2025-09,BTR-1103,Costco,82,3090.92,1653.64
2025-09,BTR-1103,Kroger,11,414.64,221.83
2025-09,BTR-1103,Whole Foods,34,1281.6,685.65
2025-09,BTR-1103,Amazon,232,12966.8,4678.58
2025-09,BTR-1103,DTC Shopify,136,7601.23,2742.62
2025-10,BTR-1103,Home Depot,226,8518.89,4557.58
2025-10,BTR-1103,Lowe's,218,8217.34,4396.25
2025-10,BTR-1103,Target,210,7915.78,4234.92
2025-10,BTR-1103,Walmart,236,8895.83,4759.25
2025-10,BTR-1103,Costco,120,4523.3,2419.96
2025-10,BTR-1103,Kroger,15,565.41,302.49
2025-10,BTR-1103,Whole Foods,55,2073.18,1109.15
2025-10,BTR-1103,Amazon,332,18555.94,6695.21
2025-10,BTR-1103,DTC Shopify,199,11122.39,4013.09
2025-11,BTR-1103,Home Depot,220,8292.72,4436.59
2025-11,BTR-1103,Lowe's,273,10290.52,5505.4
2025-11,BTR-1103,Target,238,8971.22,4799.58
2025-11,BTR-1103,Walmart,259,9762.8,5223.07
2025-11,BTR-1103,Costco,158,5955.68,3186.28
2025-11,BTR-1103,Kroger,21,791.58,423.49
2025-11,BTR-1103,Whole Foods,73,2751.68,1472.14
2025-11,BTR-1103,Amazon,384,21462.3,7743.86
2025-11,BTR-1103,DTC Shopify,237,13246.26,4779.41
2025-12,BTR-1103,Home Depot,297,11195.18,5989.39
2025-12,BTR-1103,Lowe's,387,14587.66,7804.36
2025-12,BTR-1103,Target,305,11496.73,6150.72
2025-12,BTR-1103,Walmart,370,13946.85,7461.53
2025-12,BTR-1103,Costco,190,7161.9,3831.6
2025-12,BTR-1103,Kroger,27,1017.74,544.49
2025-12,BTR-1103,Whole Foods,106,3995.59,2137.63
2025-12,BTR-1103,Amazon,503,28113.37,10143.65
2025-12,BTR-1103,DTC Shopify,346,19338.42,6977.54
2026-01,BTR-1103,Home Depot,181,6822.65,3650.1
2026-01,BTR-1103,Lowe's,207,7802.7,4174.42
2026-01,BTR-1103,Target,214,8066.56,4315.59
2026-01,BTR-1103,Walmart,232,8745.05,4678.58
2026-01,BTR-1103,Costco,118,4447.92,2379.62
2026-01,BTR-1103,Kroger,18,678.5,362.99
2026-01,BTR-1103,Whole Foods,61,2299.35,1230.14
2026-01,BTR-1103,Amazon,364,20344.47,7340.53
2026-01,BTR-1103,DTC Shopify,238,13302.15,4799.58
2026-02,BTR-1103,Home Depot,167,6294.93,3367.77
2026-02,BTR-1103,Lowe's,129,4862.55,2601.45
2026-02,BTR-1103,Target,114,4297.14,2298.96
2026-02,BTR-1103,Walmart,187,7048.82,3771.1
2026-02,BTR-1103,Costco,91,3430.17,1835.13
2026-02,BTR-1103,Kroger,13,490.02,262.16
2026-02,BTR-1103,Whole Foods,46,1733.93,927.65
2026-02,BTR-1103,Amazon,240,13413.94,4839.91
2026-02,BTR-1103,DTC Shopify,153,8551.38,3085.44
2026-03,BTR-1103,Home Depot,319,12024.45,6433.05
2026-03,BTR-1103,Lowe's,396,14926.9,7985.85
2026-03,BTR-1103,Target,283,10667.46,5707.06
2026-03,BTR-1103,Walmart,393,14813.82,7925.36
2026-03,BTR-1103,Costco,219,8255.03,4416.42
2026-03,BTR-1103,Kroger,30,1130.83,604.99
2026-03,BTR-1103,Whole Foods,106,3995.59,2137.63
2026-03,BTR-1103,Amazon,649,36273.52,13087.93
2026-03,BTR-1103,DTC Shopify,298,16655.64,6009.56
2026-04,BTR-1103,Home Depot,247,9310.47,4981.08
2026-04,BTR-1103,Lowe's,233,8782.75,4698.75
2026-04,BTR-1103,Target,246,9272.77,4960.91
2026-04,BTR-1103,Walmart,299,11270.57,6029.72
2026-04,BTR-1103,Costco,159,5993.38,3206.44
2026-04,BTR-1103,Kroger,20,753.88,403.33
2026-04,BTR-1103,Whole Foods,72,2713.98,1451.97
2026-04,BTR-1103,Amazon,381,21294.62,7683.36
2026-04,BTR-1103,DTC Shopify,247,13805.18,4981.08
2026-05,BTR-1103,Home Depot,180,6784.96,3629.93
2026-05,BTR-1103,Lowe's,210,7915.78,4234.92
2026-05,BTR-1103,Target,222,8368.11,4476.92
2026-05,BTR-1103,Walmart,298,11232.87,6009.56
2026-05,BTR-1103,Costco,171,6445.71,3448.44
2026-05,BTR-1103,Kroger,17,640.8,342.83
2026-05,BTR-1103,Whole Foods,71,2676.29,1431.81
2026-05,BTR-1103,Amazon,373,20847.49,7522.03
2026-05,BTR-1103,DTC Shopify,234,13078.59,4718.91
2026-06,BTR-1103,Home Depot,249,9385.86,5021.41
2026-06,BTR-1103,Lowe's,324,12212.92,6533.88
2026-06,BTR-1103,Target,226,8518.89,4557.58
2026-06,BTR-1103,Walmart,319,12024.45,6433.05
2026-06,BTR-1103,Costco,203,7651.92,4093.76
2026-06,BTR-1103,Kroger,23,866.97,463.82
2026-06,BTR-1103,Whole Foods,75,2827.06,1512.47
2026-06,BTR-1103,Amazon,457,25542.37,9216.0
2026-06,BTR-1103,DTC Shopify,272,15202.46,5485.23
2026-07,BTR-1103,Home Depot,156,5880.3,3145.94
2026-07,BTR-1103,Lowe's,176,6634.18,3549.27
2026-07,BTR-1103,Target,158,5955.68,3186.28
2026-07,BTR-1103,Walmart,218,8217.34,4396.25
2026-07,BTR-1103,Costco,132,4975.63,2661.95
2026-07,BTR-1103,Kroger,15,565.41,302.49
2026-07,BTR-1103,Whole Foods,57,2148.57,1149.48
2026-07,BTR-1103,Amazon,278,15537.81,5606.23
2026-07,BTR-1103,DTC Shopify,181,10116.34,3650.1
2026-08,BTR-1103,Home Depot,214,8066.56,4315.59
2026-08,BTR-1103,Lowe's,232,8745.05,4678.58
2026-08,BTR-1103,Target,192,7237.29,3871.93
2026-08,BTR-1103,Walmart,246,9272.77,4960.91
2026-08,BTR-1103,Costco,147,5541.05,2964.45
2026-08,BTR-1103,Kroger,17,640.8,342.83
2026-08,BTR-1103,Whole Foods,64,2412.43,1290.64
2026-08,BTR-1103,Amazon,356,19897.34,7179.2
2026-08,BTR-1103,DTC Shopify,247,13805.18,4981.08
2024-09,BTR-1201,Home Depot,933,9735.11,4927.73
2024-09,BTR-1201,Lowe's,672,7011.78,3549.24
2024-09,BTR-1201,Target,550,5738.81,2904.88
2024-09,BTR-1201,Walmart,741,7731.74,3913.67
2024-09,BTR-1201,Costco,394,4111.07,2080.95
2024-09,BTR-1201,Kroger,249,2598.12,1315.12
2024-09,BTR-1201,Whole Foods,240,2504.21,1267.58
2024-09,BTR-1201,Amazon,483,7472.69,2551.01
2024-09,BTR-1201,DTC Shopify,246,3805.96,1299.27
2024-10,BTR-1201,Home Depot,1332,13898.35,7035.09
2024-10,BTR-1201,Lowe's,915,9547.29,4832.66
2024-10,BTR-1201,Target,880,9182.1,4647.81
